Word,Expected Bucket Size
abyss,329.69892008639306
carol,98.91274298056135
hymen,198.53606911447113
pubic,309.92095032397384
chalk,248.83066954643658
shell,211.87516198704137
worst,162.2276457883373
anime,111.88207343412505
niche,153.60647948164168
round,176.39870410367203
pouty,218.5956803455727
adapt,258.4289416846652
curse,108.36501079913585
guild,253.99006479481685
deter,172.9956803455727
reedy,225.56155507559427
unity,193.9278617710587
coach,262.7295896328294
drawn,177.74211663066995
given,237.00863930885566
avian,295.38963282937357
sauna,204.95075593952504
graft,163.55377969762444
thing,238.20950323974114
trail,79.44751619870381
banal,263.4371490280778
ninth,316.6086393088552
sharp,156.3632829373653
butte,251.761987041037
leery,163.3533477321818
image,138.5092872570198
robin,165.56501079913642
girly,176.56025917926607
birch,226.16457883369355
mince,151.67127429805663
blank,232.50237580993547
agora,214.32440604751645
blast,140.65615550755973
dumpy,433.7619870410369
homer,141.12440604751646
cried,118.8816414686823
briar,197.52095032397432
druid,281.92181425485944
madly,232.55680345572395
stash,262.05226781857465
stein,116.17494600431945
heath,178.9732181425489
leech,230.92224622030255
bring,226.10669546436313
crust,142.5688984881213
coral,104.11101511879019
wheat,162.31749460043233
bluff,576.2630669546437
fritz,272.8583153347734
tried,102.03930885529131
neigh,182.2950323974085
racer,144.04017278617738
bonus,232.15853131749492
forte,112.85917926565853
hydro,222.77451403887716
dizzy,641.8544276457883
adopt,157.51835853131777
crepe,197.38531317494636
sword,206.46868250539987
cacao,347.9771058315334
belie,193.0691144708426
facet,121.64103671706239
labor,124.23714902807744
below,203.54600431965463
usher,136.29589632829405
weird,166.00215982721414
octal,128.89373650108013
octet,186.43930885529178
winch,327.86738660907133
vomit,237.69719222462237
fifth,437.6695464362851
urine,95.98488120950302
scare,80.68034557235404
ennui,265.4673866090714
ample,139.88207343412557
algae,179.08725701943865
chide,167.03369330453603
false,108.35809935205154
rehab,135.42159827213848
viral,142.8384449244064
elect,173.07688984881233
revel,223.39568034557263
ruler,163.57969762419032
obese,203.0967602591795
irate,63.779265658747356
trice,86.05053995680323
marsh,151.93736501079948
total,167.55637149028107
vodka,314.0047516198703
swish,427.88120950323975
harsh,201.55464362851
rhyme,161.37667386609098
broad,163.5339092872574
payer,110.4116630669544
booth,374.1403887688985
craft,144.62332613390967
stood,267.8397408207341
stamp,198.86522678185773
pride,129.43714902807804
croak,160.12224622030269
local,213.74989200863956
gayer,113.29632829373627
shout,196.02721382289454
askew,188.48077753779728
slack,192.58358531317535
canal,216.78833693304557
twirl,153.26090712743022
major,206.71576673866116
smell,228.8375809935207
finch,321.66263498920074
smack,261.49330453563704
whisk,364.38056155507564
exist,194.73131749460066
short,141.5900647948169
idiot,263.9667386609072
tonal,100.66997840172768
terra,128.33045356371508
abode,136.0323974082076
growl,205.033693304536
ficus,269.3153347732178
aptly,169.61425485961152
crone,94.02894168466499
rough,212.06004319654457
grown,247.95291576673904
curry,299.83714902807793
lease,115.95637149028067
upper,240.3313174946007
lingo,198.4185745140393
style,109.49244060475144
conic,281.4552915766738
giver,189.9269978401731
guilt,184.54989200863977
flood,393.8259179265659
waxen,214.0254859611233
spear,101.02678185745123
ashen,111.36630669546419
sight,220.7684665226786
slunk,233.9330453563717
valve,217.94254859611252
droll,212.74168466522707
thong,227.4293736501083
macho,222.95421166306724
onset,104.45399568034534
swill,313.58660907127427
penal,111.07688984881189
panic,171.94514038876918
aping,213.7663066954647
maxim,425.82332613390935
mummy,820.5377969762416
voila,164.13174946004358
stuck,294.6742980561553
filth,233.8319654427649
evoke,321.05356371490274
thumb,361.2462203023759
putty,407.3308855291578
urban,158.41943844492477
gusto,211.38531317494633
thump,339.3749460043196
finer,138.7580993520522
ghost,209.25658747300253
fiend,214.45399568034588
venue,272.8332613390928
bunny,490.5645788336933
curly,178.3373650107994
ralph,142.77451403887727
wrist,153.41641468682553
scamp,227.41036717062664
allow,282.6198704103673
prone,101.66004319654408
beset,201.26090712743004
reach,111.28941684665199
count,171.27645788336974
using,250.11015118790527
buxom,500.2483801295896
udder,240.9723542116634
white,164.71576673866124
froze,199.06738660907155
patsy,168.00475161987077
blend,183.85442764578877
bosom,420.0980561555077
brink,236.04967602591825
belle,353.21943844492466
brash,148.50842332613425
heard,111.05788336933017
hilly,328.69589632829377
cheat,134.19740820734378
alley,168.19740820734367
safer,99.11058315334752
sneak,145.0855291576677
gloom,383.92613390928744
conch,370.92138228941695
sooth,287.73347732181423
deuce,231.98833693304553
audit,155.43196544276503
humph,600.0885529157669
theta,201.69719222462228
funny,512.8064794816416
strut,237.16933045356396
shade,112.52051835853108
graph,181.43023758099383
cider,125.0414686825051
reset,135.02678185745165
ripen,121.66090712742958
copse,129.8622030237584
blame,142.75723542116677
every,275.90021598272136
serum,135.85701943844532
lanky,211.1883369330456
evict,190.93002159827242
toxic,244.0954643628512
revue,243.2980561555078
blown,277.6626349892009
grand,161.01900647948207
liner,92.47645788336904
wrong,245.34643628509764
adore,89.04319654427619
crass,181.8345572354213
elude,216.16889848812127
legal,204.36846652267846
ensue,197.02246220302402
gaffe,256.1611231101512
rabid,161.14082073434162
shrew,162.80907127429845
smear,101.13563714902783
waste,111.66177105831511
cacti,217.1062634989203
cater,80.82030237580966
ruddy,384.3710583153348
leafy,151.04233261339135
daisy,142.8237580993524
caput,170.64751619870452
louse,99.22203023758082
testy,211.20734341252722
rajah,321.9416846652267
parse,87.01295896328261
pansy,175.7326133909291
phone,141.28077753779738
yacht,192.19740820734378
polka,205.49935205183613
folio,305.25053995680344
nerdy,152.31749460043233
cocoa,392.03066954643623
abase,171.8362850971925
bloke,175.151187904968
knock,453.92958963282945
pupal,290.968898488121
weary,127.5667386609069
cloud,200.16889848812144
rayon,117.42678185745123
linen,179.69719222462228
silky,223.3239740820738
sheer,169.9330453563718
alert,71.59870410367148
navel,133.26695464362882
shawl,195.86393088552947
strap,129.82246220302406
lowly,391.7827213822896
ramen,101.52699784017253
wheel,269.8285097192225
blond,229.43887688984915
bible,222.9922246220306
scaly,147.06047516198737
glass,246.04362850971947
avail,271.9062634989201
slant,98.89114470842296
metal,111.88639308855271
still,215.89330453563738
iliac,224.28725701943858
enact,106.40302375809918
beefy,370.1533477321813
scorn,133.8993520518362
slice,96.1282937365009
awash,329.8138228941686
blimp,300.3010799136068
pixie,353.47602591792656
shorn,143.9494600431968
alter,69.99179265658718
nylon,295.8984881209504
lumen,154.64060475162015
fugue,378.4989200863931
sheet,195.4051835853135
slung,214.7943844492443
flyer,152.5611231101515
aside,100.75896328293719
clear,88.2786177105829
rival,151.26177105831565
genre,191.88812095032424
jelly,370.88164146868263
inbox,359.52267818574506
farce,111.10453563714876
anode,104.79524838012938
chime,178.26306695464385
arson,96.95421166306676
owing,305.56501079913585
dried,188.23196544276485
ratty,189.62289416846693
prose,101.88120950323949
sneer,143.613390928726
pause,110.9982721382287
smock,297.9131749460042
borax,222.77278617710613
forgo,381.60043196544285
augur,257.24103671706274
cough,292.51792656587463
login,186.47991360691177
scary,130.39179265658777
blaze,186.13174946004344
salty,124.38660907127407
aloud,151.41468682505436
await,233.93045356371516
foyer,150.7658747300219
easel,125.3308855291575
moral,121.13390928725683
charm,193.82159827213871
trite,129.9002159827215
kitty,378.13002159827226
wring,248.96285097192253
glide,156.10237580993552
detox,205.53736501079942
rodeo,194.49978401727896
tally,215.26004319654453
chore,120.54470842332593
chord,208.34082073434158
heron,113.28682505399543
diver,182.3598272138233
motif,233.05701943844517
usual,239.6047516198706
radio,118.43239740820708
apnea,184.68293736501096
plied,148.14298056155533
touch,222.8989200863935
squat,226.86436285097204
fetal,125.32397408207316
fried,156.28207343412552
bitty,360.8928725701945
posse,200.36328293736526
rusty,168.5740820734344
curio,144.6285097192228
clump,307.8509719222465
store,81.21943844492415
smoky,304.851403887689
speed,246.42807775377992
edify,264.15334773218154
fauna,300.6224622030238
flour,174.86090712743018
vapor,176.48250539956845
nobly,228.89114470842358
drake,121.88293736501062
hefty,230.3892008639311
ocean,116.47213822894145
fight,315.75939524838026
upset,155.84233261339133
after,110.00734341252675
gnash,189.99870410367186
rotor,315.6971922246221
gamma,585.8803455723544
crate,72.89978401727831
chief,201.7637149028081
bused,194.5101511879052
sprig,190.0203023758102
piano,135.30410367170666
scant,125.30842332613366
forge,156.40475161987078
human,218.7287257019442
vigor,229.69632829373683
recut,117.73088552915742
booze,362.58272138228955
globe,164.6682505399572
bylaw,296.61900647948147
nymph,371.2591792656586
prawn,174.51619870410394
cower,151.77580993520544
flout,196.28898488120996
onion,419.7611231101512
break,156.35377969762456
juice,200.98012958963295
hotel,104.22332613390904
shalt,130.75205183585354
flown,294.4298056155507
lucid,219.7697624190067
tubal,172.84449244060508
bulge,207.07343412527032
ingot,193.86047516198738
moose,200.32872570194405
oaken,123.71706263498908
aback,445.0855291576672
civil,406.7295896328294
skull,389.62289416846664
timer,110.59654427645758
hobby,473.95291576673884
wooer,227.9494600431968
churn,209.5667386609075
dwell,335.86393088552916
sooty,254.24146868250557
decay,152.55680345572398
vicar,166.54989200863983
slate,71.57278617710558
topaz,219.00518358531335
comma,320.4453563714901
cabal,299.86652267818556
grief,163.97624190064826
nasty,140.85572354211698
ninny,544.668250539957
retro,149.1961123110154
gnome,180.2526997840175
alarm,208.02030237581027
react,79.83023758099324
segue,218.74773218142585
afoul,179.31274298056184
parer,153.2488120950326
expel,355.5313174946004
repay,121.25226781857434
solve,133.45701943844517
plane,95.21079913606881
punch,314.94384449244075
wield,193.31619870410407
clock,380.6924406047514
frost,150.28812095032433
brawn,192.71144708423355
sniff,372.89028077753767
taunt,203.49676025917952
radar,319.5520518358532
angle,116.50237580993493
naval,302.6846652267818
freed,257.9183585313175
biome,152.06781857451443
foist,166.30367170626377
prude,152.70799136069147
hatch,294.355507559395
trace,74.02030237580962
unify,298.61468682505404
shine,120.24060475161957
chuck,647.51403887689
route,87.10107991360677
pleat,106.31663066954616
orbit,144.12051835853174
glove,186.8012958963286
comet,128.21123110151203
drive,164.0038876889852
gummy,634.6319654427643
snowy,246.81339092872597
uncut,337.50626349892036
wight,313.91231101511875
affix,508.4626349892009
yield,160.3892008639312
swing,286.44794816414685
crisp,159.5753779697627
ideal,120.56889848812074
newer,226.54038876889885
tough,238.372786177106
venom,220.0686825053999
lupus,383.64967602591787
magic,221.07861771058353
trout,201.89416846652298
rearm,165.2954643628513
solar,82.83326133909267
lapse,99.48725701943819
muddy,594.3961123110155
chart,140.5023758099356
micro,174.77624190064833
crank,169.71447084233296
ounce,136.98099352051858
picky,360.13520518358524
papal,411.24622030237595
magma,587.4976241900653
stoop,295.77062634989187
hello,201.747300215983
epoxy,299.1693304535636
movie,178.57408207343448
gayly,321.8034557235422
mauve,174.29676025917945
melee,329.1079913606911
plier,103.9468682505397
while,156.16630669546473
dunce,162.90323974082116
batch,220.6362850971925
avert,119.02073434125255
burnt,178.86954643628553
death,120.78660907127403
tread,95.2721382289414
missy,364.20259179265656
slink,197.45874730021634
assay,392.51619870410366
lymph,344.80734341252713
allay,396.5455723542115
doubt,242.55421166306724
floss,315.68077753779704
trash,116.06868250539938
surer,162.85313174946032
flume,208.14816414686854
hasty,175.02591792656628
mouth,245.36976241900686
seize,227.22203023758115
siren,84.29762419006455
whole,154.72613390928754
braid,152.0764578833697
hutch,437.0665226781858
rebel,194.1982721382292
gauze,193.39049676025937
befit,192.8332613390932
quote,171.89244060475167
spook,425.190928725702
beret,178.66911447084271
quest,225.00518358531346
joist,197.37753779697644
trump,214.88164146868286
ledge,257.41641468682514
bless,247.99352051835868
creep,201.40172786177146
kiosk,304.75982721382286
pasta,243.6617710583156
goose,199.6030237580996
froth,192.46609071274332
squad,270.1239740820735
lance,90.9006479481639
cedar,108.91792656587445
minty,220.18790496760298
sheen,193.47688984881245
smite,118.86177105831511
trunk,188.204319654428
leant,77.26004319654398
comfy,349.0129589632829
motor,246.8419006479485
think,258.1585313174948
gloss,279.5935205183587
fully,488.6371490280779
welch,218.15853131749486
quack,382.42116630669545
prize,173.42505399568057
rally,200.6717062634992
dairy,132.0349892008642
slash,225.37753779697655
cluck,474.90064794816425
quark,266.5827213822895
prick,245.984017278618
morph,238.49460043196578
petal,105.87775377969733
liken,152.35118790496787
delta,105.30064794816394
tulip,182.2043196544281
claim,164.10410367170667
drier,180.46781857451433
cramp,184.11792656587502
unfit,249.10453563714927
young,279.8345572354211
press,209.95723542116653
gland,189.41727861771088
dryer,228.96025917926588
randy,153.8207343412531
canny,274.1827213822895
pilot,142.05485961123148
azure,136.4341252699786
dusty,239.5261339092874
caddy,330.3399568034558
alloy,226.7580993520521
drove,165.38099352051867
stunk,257.88552915766724
bound,284.3650107991361
shaky,242.39611231101534
brine,114.2224622030235
gross,248.7071274298058
harem,114.18099352051814
puppy,777.8380129589634
vying,382.794384449244
erupt,135.93736501079948
grope,135.76717062635024
snide,124.36069114470824
twixt,558.2708423326134
pulse,143.26177105831576
flora,138.7995680345576
quasi,216.84881209503263
sperm,165.2090712742984
brace,107.11749460043175
teeth,336.04794816414676
flirt,149.49244060475212
piece,207.39136069114505
unwed,234.75637149028103
wryly,335.22203023758084
apart,187.6548596112314
debug,286.55939524837993
catty,242.3079913606914
scalp,163.6323974082077
rebut,142.01252699784064
matey,122.80907127429778
ultra,109.96328293736481
stump,300.0928725701943
ahead,215.68855291576705
diner,123.74816414686785
clove,156.65874730021625
decoy,175.74125269978427
slide,105.21252699783994
woody,518.6440604751624
ratio,92.00388768898462
beast,107.91490280777512
joker,216.87041036717082
arrow,237.51317494600457
atoll,174.24924406047535
riper,189.16760259179296
cable,121.62721382289392
cubic,428.41511879049654
aunty,157.7118790496764
sonic,150.20950323974105
brunt,172.9386609071279
state,133.15205183585348
basal,255.5373650107994
blitz,291.713606911447
third,168.63282937365042
start,162.49546436285115
pedal,138.61295896328326
drawl,164.75637149028108
gruel,121.94514038876865
input,215.61684665226815
niece,179.5892008639311
spark,188.89373650108027
recur,203.1572354211666
spunk,333.3879049676025
vague,180.57321814254897
poesy,158.69589632829408
inane,142.6406047516201
singe,136.6708423326138
afire,99.20561555075574
drunk,247.75593952483837
fleet,204.81943844492474
shunt,215.97019438444966
march,188.09719222462232
skirt,156.46781857451427
limbo,240.64233261339126
viola,166.82980561555115
favor,202.1239740820738
guava,409.7179265658747
edict,153.3213822894172
recap,116.91447084233234
butch,328.38142548596124
howdy,376.6336933045358
frock,282.658747300216
giant,141.42073434125308
which,521.1278617710584
spoke,172.76846652267852
gassy,295.5485961123111
liver,138.59913606911488
scent,125.83887688984859
scoff,380.0332613390927
chain,169.5425485961126
quite,176.05745140388788
loamy,161.43023758099383
offal,300.6742980561556
refit,127.49244060475134
antic,145.57883369330477
stalk,162.67688984881235
fluke,228.58272138228963
eject,320.9507559395247
delay,139.64622030237626
award,289.8466522678186
verse,208.9922246220304
humor,210.3460043196547
motel,110.3615550755937
clued,150.36155507559428
curvy,280.81598272138217
torus,133.6781857451408
